# DC;Descritivo DC;# UN;Descritivo UN;# CAT;Descritivo CAT;# SCAT;Descritivo SCAT;# UB;Descritivo UB
10;Alimentar;10;Bens Essenciais;1000;Movimentos À Un 10;00;Movimentos À Secção;00;Movimentos À Secção
10;Alimentar;10;Bens Essenciais;1000;Movimentos À Un 10;99;Outros Movimentos;99;Outros Movimentos
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;01;Óleos;01;Alimentar
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;01;Óleos;02;Girassol
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;01;Óleos;03;Amendoím
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;01;Óleos;04;Outros Óleos
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;01;Óleos;05;Óleos Saudáveis
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;01;Azeite
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;02;Azeite Virgem
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;03;Azeite Virgem Extra
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;04;Azeites Premium
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;05;Azeite Dop
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;06;Outros Azeites
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;02;Azeite;07;Lixo
10;Alimentar;10;Bens Essenciais;1001;Gorduras Liquidas;95;Swf-Gord. Liquidas;95;Swf-Gord. Liquidas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;01;Carolino
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;02;Agulha
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;03;Vaporizado
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;04;Basmati
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;05;Thai
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;06;Risotto
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;07;Lixo
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;01;Arroz;08;Outros Arroz
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;02;Açúcar;01;Branco
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;02;Açúcar;02;Amarelo/Mascavado
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;02;Açúcar;03;Edulcorante
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;02;Açúcar;04;Outros Açúcar
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;03;Legumes Secos;01;Feijão
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;03;Legumes Secos;02;Grão
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;03;Legumes Secos;03;Outros Legumes Secos
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;01;Esparguete
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;02;Meadas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;03;Espirais
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;04;Cotovelos
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;05;Macarrão
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;06;Outras Cortadas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;07;Massinhas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;08;Italianas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;09;Regionais
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;10;Importadas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;11;Lixo
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;04;Massas;12;Outras Massas
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;01;Farinha Trigo
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;02;Farinha Milho
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;03;Farinhas Para Pão
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;04;Mandioca
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;05;Puré Batata
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;06;Farinhas Regionais
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;07;Étnicos
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;08;Lixo
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;09;Pão Ralado
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;05;Farináceos;10;Outros Farináceos
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;06;Prod Integ E Semente;01;Sementes
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;06;Prod Integ E Semente;02;Massa Integral
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;06;Prod Integ E Semente;03;Arroz Integral
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;06;Prod Integ E Semente;04;Farinha Integral
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;06;Prod Integ E Semente;05;Outros Integ. E Seme
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;07;Coz. Mundo Ingbasico;01;Cm Arroz
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;07;Coz. Mundo Ingbasico;02;Cm Acucar
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;07;Coz. Mundo Ingbasico;03;Cm Legumes Secos
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;07;Coz. Mundo Ingbasico;04;Cm Massas 
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;07;Coz. Mundo Ingbasico;05;Cm Farinaceos
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;07;Coz. Mundo Ingbasico;06;Cm Outros Ing Basic
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;08;Ingbasico Saudáveis;02;Açucar Saudável
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;08;Ingbasico Saudáveis;03;Leg. Secos Saudáveis
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;08;Ingbasico Saudáveis;04;Massas Saudáveis
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;08;Ingbasico Saudáveis;05;Farinaceos Saudáveis
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;08;Ingbasico Saudáveis;06;Prod. Integr. Saudáv
10;Alimentar;10;Bens Essenciais;1002;Ingredientes Básicos;95;Swf-Ingred. Básicos;95;Swf-Ingred. Básicos
10;Alimentar;14;Pequeno Almoço;1400;Movimentos À Un 14;00;Movimentos À Secção;00;Movimentos À Secção
10;Alimentar;14;Pequeno Almoço;1400;Movimentos À Un 14;99;Outros Movimentos;99;Outros Movimentos
10;Alimentar;14;Pequeno Almoço;1401;Cereais;01;Corn Flakes;01;Corn Flakes Simples
10;Alimentar;14;Pequeno Almoço;1401;Cereais;01;Corn Flakes;02;Outros Corn Flakes
10;Alimentar;14;Pequeno Almoço;1401;Cereais;02;Cereais Criança;01;Cereais Chocolate
10;Alimentar;14;Pequeno Almoço;1401;Cereais;02;Cereais Criança;02;Cereais Mel
10;Alimentar;14;Pequeno Almoço;1401;Cereais;02;Cereais Criança;03;Outros Cer Criança
10;Alimentar;14;Pequeno Almoço;1401;Cereais;03;Cereais Forma;01;Linha
10;Alimentar;14;Pequeno Almoço;1401;Cereais;03;Cereais Forma;02;Outros Cereais Forma
10;Alimentar;14;Pequeno Almoço;1401;Cereais;03;Cereais Forma;03;Lixo
10;Alimentar;14;Pequeno Almoço;1401;Cereais;03;Cereais Forma;04;Lixo
10;Alimentar;14;Pequeno Almoço;1401;Cereais;04;Cereais Fibra;01;Fibras
10;Alimentar;14;Pequeno Almoço;1401;Cereais;04;Cereais Fibra;02;Flocos De Aveia
10;Alimentar;14;Pequeno Almoço;1401;Cereais;04;Cereais Fibra;03;Outros Cereais Fibra
10;Alimentar;14;Pequeno Almoço;1401;Cereais;05;Muesli E Granola;01;Muesli Tradicional
10;Alimentar;14;Pequeno Almoço;1401;Cereais;05;Muesli E Granola;02;Crocantes
10;Alimentar;14;Pequeno Almoço;1401;Cereais;05;Muesli E Granola;03;Granolas
10;Alimentar;14;Pequeno Almoço;1401;Cereais;05;Muesli E Granola;04;Outros Muesli
10;Alimentar;14;Pequeno Almoço;1401;Cereais;06;Barras;01;Barras Forma
10;Alimentar;14;Pequeno Almoço;1401;Cereais;06;Barras;02;Barras Fibra
10;Alimentar;14;Pequeno Almoço;1401;Cereais;06;Barras;03;Barras Adulto
10;Alimentar;14;Pequeno Almoço;1401;Cereais;06;Barras;04;Barras Criança
10;Alimentar;14;Pequeno Almoço;1401;Cereais;06;Barras;06;Outras Barras
10;Alimentar;14;Pequeno Almoço;1401;Cereais;07;Coz. Mundo Cereais;01;Cm Cereais Criança
10;Alimentar;14;Pequeno Almoço;1401;Cereais;07;Coz. Mundo Cereais;02;Cm Cereais Forma
10;Alimentar;14;Pequeno Almoço;1401;Cereais;07;Coz. Mundo Cereais;03;Cm Cereais Fibra
10;Alimentar;14;Pequeno Almoço;1401;Cereais;07;Coz. Mundo Cereais;04;Cm Muesli E Granola
10;Alimentar;14;Pequeno Almoço;1401;Cereais;07;Coz. Mundo Cereais;05;Cm Outros Cereais
10;Alimentar;14;Pequeno Almoço;1401;Cereais;08;Snacking Cereais;01;Snacking Cer.
10;Alimentar;14;Pequeno Almoço;1401;Cereais;09;Cereais Saudáveis;01;Corn Flakes Saudáv.
10;Alimentar;14;Pequeno Almoço;1401;Cereais;09;Cereais Saudáveis;02;Cereais Fibra Saudáv
10;Alimentar;14;Pequeno Almoço;1401;Cereais;09;Cereais Saudáveis;03;Muesli Granola Saudá
10;Alimentar;14;Pequeno Almoço;1401;Cereais;09;Cereais Saudáveis;04;Barras Cereal Saudáv
10;Alimentar;14;Pequeno Almoço;1401;Cereais;09;Cereais Saudáveis;05;Snack Cereais Saudáv
10;Alimentar;14;Pequeno Almoço;1401;Cereais;95;Swf-Cereais;95;Swf-Cereais
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;01;Leites Infantis;01;Leite Pó Nº1
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;01;Leites Infantis;02;Leite Pó 2 E 3
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;01;Leites Infantis;03;Leite Pó 4 E 5
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;01;Leites Infantis;04;Outros Leites Infant
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;02;Outros Alim. Bebe;01;Outras Alim. Bebe
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;03;Alime Boião Refeição;01;Carne
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;03;Alime Boião Refeição;02;Peixe
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;03;Alime Boião Refeição;03;Legumes
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;03;Alime Boião Refeição;04;Outros Alim Boião
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;04;Sobremesas / Fruta;01;Fruta Boião / Copo
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;04;Sobremesas / Fruta;02;Fruta Saquetas
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;04;Sobremesas / Fruta;03;Sobremesas Lácteas
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;04;Sobremesas / Fruta;04;Outras Sobrem. Infa.
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;05;Farinhas P/ Bebe;01;Far. S/Gluten Láctea
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;05;Farinhas P/ Bebe;02;Far. S/Gluten N/Láct
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;05;Farinhas P/ Bebe;03;Far. C/Gluten Láctea
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;05;Farinhas P/ Bebe;04;Far. C/Gluten N/Láct
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;05;Farinhas P/ Bebe;05;Farinhas Liquidas
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;05;Farinhas P/ Bebe;07;Outras Farinhas
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;06;Papas;01;Papas Mel
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;06;Papas;02;Papas Arroz
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;06;Papas;03;Outras Papas
10;Alimentar;14;Pequeno Almoço;1402;Alimentação Infantil;95;Swf-Alime. Infantil;95;Swf-Alime. Infantil
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;01;Cafés E Misturas;01;Cafés Torrados
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;01;Cafés E Misturas;02;Cafés Solúveis
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;01;Cafés E Misturas;03;Mist. E Sucedâneos
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;01;Cafés E Misturas;04;Outros Cafés E Mist
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;01;Cafés E Misturas;05;Pastilhas
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;01;Cafés E Misturas;06;Cappuccino
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;01;Chá Preto
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;02;Chá Verde
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;03;Chá Frutados E Aroma
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;04;Chá Branco/Vermelho
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;05;Chas Funcionais
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;06;Chá Tradicional
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;02;Chás;07;Outras Chás
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;03;Achocolatados;01;Light
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;03;Achocolatados;02;Chocolate
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;03;Achocolatados;03;Outros Achocolatados
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;04;Capsulas;01;Cafes
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;04;Capsulas;02;Chas
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;04;Capsulas;03;Capsulas Chocolate
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;04;Capsulas;04;Mistura
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;04;Capsulas;05;Outras Capsulas
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;05;Coz. Mundo Bebquente;01;Cm Cafés E Misturas
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;05;Coz. Mundo Bebquente;02;Cm Chás
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;05;Coz. Mundo Bebquente;03;Cm Outros Beb Quente
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;06;Beb. Quentes Saud.;01;Cafés E Mist. Saudáv
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;06;Beb. Quentes Saud.;02;Chás Saudáveis
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;06;Beb. Quentes Saud.;03;Achocolat. Saudáveis
10;Alimentar;14;Pequeno Almoço;1403;Bebidas Quentes;95;Swf-Bebidas Quentes;95;Swf-Bebidas Quentes
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;01;Mel;01;Multifloral
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;01;Mel;02;Floração Específica
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;01;Mel;03;Mel Com Aditivos
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;01;Mel;04;Outros Mel
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;02;Compotas;01;Compotas
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;02;Compotas;02;Comp Light /S.Açucar
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;02;Compotas;03;Compotas Regionais
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;02;Compotas;04;Geleias
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;02;Compotas;05;Outros Compotas
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;03;Marmelada;01;Marmelada
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;03;Marmelada;02;Goiabada
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;03;Marmelada;03;Outros Marmelada
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;04;Creme Para Barrar;01;Creme De Chocolate
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;04;Creme Para Barrar;02;Manteiga De Amendoim
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;04;Creme Para Barrar;03;Outros Cremes
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;05;Coz. Mundo Melcompot;01;Cm Mel
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;05;Coz. Mundo Melcompot;02;Cm Compotas
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;05;Coz. Mundo Melcompot;03;Cm Creme Para Barrar
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;05;Coz. Mundo Melcompot;04;Cm Outros Mel E Comp
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;06;Mel E Compo. Impulso;01;Mel E Comp. Impulso
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;07;Mel E Compotas Saud.;01;Compotas Saudáveis
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;07;Mel E Compotas Saud.;02;Marmelada Saudável
10;Alimentar;14;Pequeno Almoço;1404;Mel E Compotas;95;Swf-Mel E Compotas;95;Swf-Mel E Compotas
10;Alimentar;17;Vinho e Espirituosas;1700;Movimentos À Un 17;00;Movimentos À Secção;00;Movimentos À Secção
10;Alimentar;17;Vinho e Espirituosas;1700;Movimentos À Un 17;99;Outros Movimentos;99;Outros Movimentos
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;01;Alentejo;01;Branco Alentejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;01;Alentejo;02;Rose Alentejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;01;Alentejo;03;Tinto Alentejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;01;Alentejo;04;Outros Alentejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;02;Algarve;01;Branco Algarve
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;02;Algarve;02;Rose Algarve
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;02;Algarve;03;Tinto Algarve
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;02;Algarve;04;Outros Algarve
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;03;Bairrada;01;Branco Bairrada
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;03;Bairrada;02;Rose Bairrada
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;03;Bairrada;03;Tinto Bairrada
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;03;Bairrada;04;Outros Bairrada
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;04;Beiras;01;Branco Beiras
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;04;Beiras;02;Rose Beiras
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;04;Beiras;03;Tinto Beiras
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;04;Beiras;04;Outros Beiras
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;05;Dão;01;Branco Dão
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;05;Dão;02;Rose Dão
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;05;Dão;03;Tinto Dão
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;05;Dão;04;Outros Dão
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;06;Douro/T.Montes;01;Branco Douro/T.M.
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;06;Douro/T.Montes;02;Rose Douro/T.M.
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;06;Douro/T.Montes;03;Tinto Douro/T.M.
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;06;Douro/T.Montes;04;Outros Douro /T.Mont
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;07;Ilhas;01;Branco Ilhas
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;07;Ilhas;02;Rose Ilhas
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;07;Ilhas;03;Tinto Ilhas
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;07;Ilhas;04;Outros Ilhas
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;08;Lisboa;01;Branco Lisboa
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;08;Lisboa;02;Rose Lisboa
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;08;Lisboa;03;Tinto Lisboa
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;08;Lisboa;04;Outros Lisboa
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;09;P.Setubal;01;Branco P.Setubal
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;09;P.Setubal;02;Rose P. Setubal
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;09;P.Setubal;03;Tinto P. Setubal
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;09;P.Setubal;04;Outros P.Setubal
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;10;Tejo;01;Branco Tejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;10;Tejo;02;Rose Tejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;10;Tejo;03;Tinto Tejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;10;Tejo;04;Outros Tejo
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;11;V.Verdes;01;Branco V. Verdes
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;11;V.Verdes;02;Rose V. Verdes
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;11;V.Verdes;03;Tinto V. Verdes
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;11;V.Verdes;04;Outros V.Verdes
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;12;Conj.V.Nacionais;01;Conj.V.Nacionais
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;12;Conj.V.Nacionais;02;Outros Conj.V.Nac.
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;01;Africa Do Sul
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;02;Argentina
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;03;Australia/Nz
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;04;Chile
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;05;Espanha
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;06;França
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;07;Italia
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;13;V.Estrang.Tranquilos;08;Outros V.Estr.Tranq.
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;14;V.Estrang.Frisantes;01;Italia V.Frisante
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;14;V.Estrang.Frisantes;02;Outros V.Estr..Fris.
10;Alimentar;17;Vinho e Espirituosas;1701;V.Classif.Nac/Estran;95;Swf-V.Classif.N/Est.;95;Swf-V.Classif.N/Est.
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;01;Vinho Tranquilo;01;Branco V. Tranquilo
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;01;Vinho Tranquilo;02;Rose V. Tranquilo
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;01;Vinho Tranquilo;03;Tinto V. Tranquilo
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;01;Vinho Tranquilo;04;Outros V. Tranquilo
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;02;Vinho Frisante;01;Branco V. Frisante
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;02;Vinho Frisante;02;Rose V. Frisante
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;02;Vinho Frisante;03;Tinto V. Frisante
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;02;Vinho Frisante;04;Outros Vinho Fris.
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;03;Conj.V.Correntes;01;Conj.V.Correntes
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;03;Conj.V.Correntes;02;Outros Conj.Corrent.
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;04;V.Outros Formatos;01;Bib Branco
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;04;V.Outros Formatos;02;Bib Rose
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;04;V.Outros Formatos;03;Bib Tinto
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;04;V.Outros Formatos;04;Tetra Branco
10;Alimentar;17;Vinho e Espirituosas;1702;Vinhos Correntes;04;V.Outros Formatos;05;Tetra Rose
