# DC;Descritivo DC;# UN;Descritivo UN;# CAT;Descritivo CAT;# SCAT;Descritivo SCAT;# UB;Descritivo UB
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;02;Estendais;02;Molas
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;02;Estendais;03;Cordas
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;02;Estendais;04;Complem Entendais
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;03;Cestos Roupa;01;Cestos Roupa Suja
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;03;Cestos Roupa;02;Cestos Roupa Lavada
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;03;Cestos Roupa;03;Alguidares
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;03;Cestos Roupa;04;Outros Cestos Roupa
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;01;Esfregonas
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;02;Baldes Limpeza
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;03;Vassouras
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;04;Mopas
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;05;Cjt Limpeza
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;06;Limpa Vidros
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;04;Limpeza;07;Outros Limpeza
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;01;Linhas
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;02;Agulhas/Alfinetes
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;03;Novelos
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;04;Kits Costura
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;05;Termocolantes
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;06;Tesouras
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;07;Acessórios
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;05;Costura;08;Elásticos/Fitas
21;CASA;37;Casa-Cozinha/Lavand;3702;Lavandaria;95;Swf - Lavandaria;95;Swf - Lavandaria
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;01;Sacos Vácuo
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;02;Organizador  Gaveta
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;03;Porta Fatos
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;04;Sapateiras
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;05;Caixas Para Roupa
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;06;Sacos Roupa
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;01;Organizadores Roupa;07;Complem Org Roupa
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;02;Cabides;01;Cabides Madeira
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;02;Cabides;02;Cabides Plástico
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;02;Cabides;03;Cabides Metal
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;02;Cabides;04;Cabides Infantil
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;02;Cabides;05;Outros Cabides
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;03;Organiz Cozinha;01;Garrafeiras
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;03;Organiz Cozinha;02;Interior Armário
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;03;Organiz Cozinha;03;Módulos Empilháveis
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;03;Organiz Cozinha;04;Complem Org Coz
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;03;Organiz Cozinha;05;Carros Compra
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;04;Caixas;01;Caixas Plástico
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;04;Caixas;02;Outras Caixas
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;05;Baldes Lixo;01;Baldes Metal
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;05;Baldes Lixo;02;Baldes Plástico
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;05;Baldes Lixo;03;Recolha Seletiva
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;05;Baldes Lixo;04;Outros Baldes
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;06;Sacos Compras;01;Sacos Compras
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;06;Sacos Compras;02;Outros Sacos
21;CASA;37;Casa-Cozinha/Lavand;3703;Organização;95;Swf - Organização;95;Swf - Organização
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;01;Grelhadores
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;02;Fritadeiras
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;03;Fun Cooking
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;04;Varinhas
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;05;Batedeiras
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;06;Robots Cozinha
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;07;Picadoras
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;01;Preparação Alimentos;08;Outros Prep Alim
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;02;Microondas/Miniforno;01;Microondas
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;02;Microondas/Miniforno;02;Minifornos
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;03;Pequeno Almoço;01;Chaleiras
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;03;Pequeno Almoço;02;Espremedores
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;03;Pequeno Almoço;03;Sandwicheira
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;03;Pequeno Almoço;04;Torradeiras
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;03;Pequeno Almoço;05;Liquidificadores
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;03;Pequeno Almoço;06;Outros Peq Alm
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;04;Maquinas Café;01;Máquinas Café
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;04;Maquinas Café;02;Máq Café Continente
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;05;Cuidado Pessoal;01;Secadores
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;05;Cuidado Pessoal;02;Alisador/Modelador
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;05;Cuidado Pessoal;03;Depiladoras
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;05;Cuidado Pessoal;04;Higiene Oral
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;05;Cuidado Pessoal;05;Cuidado Masculino
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;05;Cuidado Pessoal;06;Outros Cuid Pessoal
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;06;Limpeza Lar;01;Aspiradores
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;06;Limpeza Lar;02;Ferros Engomar
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;06;Limpeza Lar;03;Maquinas Costura
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;06;Limpeza Lar;04;Outros Limpeza Lar
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;07;Climatização;01;Aquecedores
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;07;Climatização;02;Ventoínhas
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;07;Climatização;03;Outros Climat
21;CASA;37;Casa-Cozinha/Lavand;3704;Eletrodomésticos;95;Swf–Eletrodomesticos;95;Swf–Eletrodomesticos
21;CASA;38;Casa-Mesa/Mobiliário;3800;Movimentos À Un 38;00;Movimentos Secção;00;Movimentos Secção
21;CASA;38;Casa-Mesa/Mobiliário;3800;Movimentos À Un 38;99;Outros Movimentos;99;Outros Movimentos
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;01;Copos Avulso C/Pe
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;02;Copos Avulso S/Pe
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;03;Packs Copos C/Pe
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;04;Packs Copos S/Pe
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;05;Copos Cerveja
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;06;Outros Copos
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;07;Jarros
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;01;Copos;08;Decanters
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;02;Talheres;01;Avulso Inox
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;02;Talheres;02;Faqueiros Inox
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;02;Talheres;03;Avulso Cabo Cor
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;02;Talheres;04;Faqueiros Cabo Cor
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;02;Talheres;05;Outros Talheres
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;03;Forno;01;Forno Vidro
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;03;Forno;02;Forno Grés
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;03;Forno;03;Forno Barro
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;03;Forno;04;Outros Forno
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;01;Pratos Porcelana
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;02;Complementos Porcel
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;03;Serviços Porcelana
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;04;Pratos Faiança
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;05;Complementos Faiança
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;06;Serviços Faiança
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;07;Pratos Vitrocerâmica
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;08;Complementos Vitro
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;09;Serviços Vitro
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;04;Louça Mesa;10;Outros Louça Mesa
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;05;Pequeno Almoço;01;Canecas
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;05;Pequeno Almoço;02;Chávenas
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;05;Pequeno Almoço;03;Taças/Pratos
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;05;Pequeno Almoço;04;Complem Peq Alm
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;05;Pequeno Almoço;05;Packs Gifts
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;05;Pequeno Almoço;06;Outros Peq Almoço
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;01;Taças/Saladeiras
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;02;Pratos De Bolo
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;03;Pratos Aperitivos
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;04;Travessas
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;05;Talheres Servir
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;06;Saleiros/Pimenteiros
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;07;Açucareiros
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;08;Galheteiros
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;09;Porta-Guardanapos
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;10;Cestos Pão
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;11;Bases Quentes
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;06;Complementos Mesa;12;Outros Complem Mesa
21;CASA;38;Casa-Mesa/Mobiliário;3801;Mesa;95;Swf - Mesa;95;Swf - Mesa
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;01;Básica;01;Branca
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;01;Básica;02;Transparente
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;01;Básica;03;Colorida
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;01;Básica;04;Formas Descartáveis
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;01;Básica;05;Outros Básica
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;02;Licenças;01;Licenças Menina
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;02;Licenças;02;Licenças Menino
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;02;Licenças;03;Licenças Unisexo
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;03;Exclusivas;01;Exclusivas Menina
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;03;Exclusivas;02;Exclusivas Menino
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;03;Exclusivas;03;Exclusivas Unisexo
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;03;Exclusivas;04;Exclusivas Adulto
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;04;Festas Temáticas;01;Santos Populares Ft
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;04;Festas Temáticas;02;Carnaval Ft
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;04;Festas Temáticas;03;Passagem De Ano Ft
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;04;Festas Temáticas;04;Dias Especiais Ft
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;04;Festas Temáticas;05;Outros Festas Tem
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;05;Complementos;01;Balões
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;05;Complementos;02;Compl. Decoração
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;05;Complementos;03;Naperons/Formas
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;05;Complementos;04;Velas
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;05;Complementos;05;Acessórios / Gift
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;05;Complementos;06;Outros Comp Festa
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;06;Guardanapos;01;Decorados
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;06;Guardanapos;02;Temáticos
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;07;Palhinhas/Palitos;01;Palhinhas
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;07;Palhinhas/Palitos;02;Palitos
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;08;Louça Melamina;01;Pratos Melamina
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;08;Louça Melamina;02;Taças/Canecas Mel
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;08;Louça Melamina;03;Copos/Jarros Mel
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;08;Louça Melamina;04;Packs Melamina
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;08;Louça Melamina;05;Out. Louça Melamina
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;09;Louça Plástica;01;Pratos Plástico
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;09;Louça Plástica;02;Taças/Canecas Plást
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;09;Louça Plástica;03;Copos/Jarros Plást
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;09;Louça Plástica;04;Packs Plástico
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;09;Louça Plástica;05;Outros Louça Pástica
21;CASA;38;Casa-Mesa/Mobiliário;3802;Festa;95;Swf - Festa;95;Swf - Festa
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;01;Candeeiros Mesa
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;02;Candeeiros Pé
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;03;Candeiros Teto
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;04;Candeeiros Parede
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;05;Abajour
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;06;Candeeiros Infantis
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;01;Iluminação;07;Outros Candeeiros
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;02;Cadeiras;01;Cadeiras Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;02;Cadeiras;02;Cadeiras Tubo/Metal
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;02;Cadeiras;03;Resina
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;02;Cadeiras;04;Cadeiras Escritório
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;02;Cadeiras;05;Outros Cadeiras
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;03;Bancos;01;Bancos Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;03;Bancos;02;Bancos Tubo/Metal
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;03;Bancos;03;Outros Bancos
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;04;Mesas;01;Mesas Refeição
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;04;Mesas;02;Mesas Apoio
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;04;Mesas;03;Mesas Escritório
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;04;Mesas;04;Outros Mesas
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;05;Sets;01;Sets Refeição
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;05;Sets;02;Estar
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;06;Arrumação;01;Estantes
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;06;Arrumação;02;Armarios/Aparadores
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;06;Arrumação;03;Arrumação Apoio
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;06;Arrumação;04;Outros Arrum
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;07;Sofás;01;Poltrona
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;07;Sofás;02;Multi Lugar
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;07;Sofás;03;Puffs E Repousa Pés
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;07;Sofás;04;Sofá Cama
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;08;Camas;01;Camas
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;08;Camas;02;Outros Camas
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;10;B2B Cadeiras;01;Escritorio
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;10;B2B Cadeiras;02;Executiva
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;10;B2B Cadeiras;03;Visitante
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;10;B2B Cadeiras;04;Cadeiras Cafetaria
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;10;B2B Cadeiras;05;Operativa 
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;11;B2B Bancos;01;Balneário 
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;11;B2B Bancos;02;Check Out
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;11;B2B Bancos;03;Bancos Cafetaria 
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;12;B2B Mesas;01;Secretária 
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;12;B2B Mesas;02;Reuniao 
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;12;B2B Mesas;03;Mesas Cafetaria 
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;13;B2B Sets;01;Escritório
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;01;Armários
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;02;Estantes B2B
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;03;Blocos Gavetas
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;04;Chaveiros
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;05;Vestiário
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;06;Arm. Porta
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;07;Arm. Persiana
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;14;B2B Arrumação;08;Outros B2B Arrum
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;15;B2B Acessórios;01;Acessórios
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;15;B2B Acessórios;02;Bengaleiros
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;15;B2B Acessórios;03;Quadros
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;15;B2B Acessórios;04;Telas
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;16;B2B Sofás;01;Poltrona B2B
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;16;B2B Sofás;02;Multi Lugar B2B
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;17;B2B Camas;01;Camas B2B
21;CASA;38;Casa-Mesa/Mobiliário;3803;Mobiliário;95;Swf - Mobiliário;95;Swf - Mobiliário
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;01;Wicker;01;Cadeiras Wicker
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;01;Wicker;02;Mesas Wicker
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;01;Wicker;03;Sets Wicker
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;01;Wicker;04;Outros Mob Wicker
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;02;Madeira;01;Cadeiras Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;02;Madeira;02;Mesas Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;02;Madeira;03;Sets Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;02;Madeira;04;Bancos Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;02;Madeira;05;Outros Mob Madeira
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;03;Metal;01;Cadeiras Metal
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;03;Metal;02;Mesas Metal
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;03;Metal;03;Bancos Metal
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;03;Metal;04;Sets Metal
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;03;Metal;05;Espreguiç. Metal
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;03;Metal;06;Outros Mob Metal
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;04;Resina;01;Cadeiras Resina
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;04;Resina;02;Mesas Resina
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;04;Resina;03;Sets Resina
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;04;Resina;04;Bancos Resina
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;04;Resina;05;Espreguiç. Resina
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;04;Resina;06;Outros Mob Resina
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;05;Guarda Sóis;01;G.S. Jardim
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;05;Guarda Sóis;02;G.S. Praia
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;05;Guarda Sóis;03;Bases Guarda-Sóis
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;06;Estruturas;01;Pavilhões
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;06;Estruturas;02;Tendas
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;06;Estruturas;03;Pérgolas
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;06;Estruturas;04;Outros Estruturas
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;07;Praia;01;Cadeiras Praia
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;07;Praia;02;Paraventos
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;07;Praia;03;Tendas Praia
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;07;Praia;04;Outros Praia
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;08;Almofadas E Puffs;01;Cochins Simples
21;CASA;38;Casa-Mesa/Mobiliário;3804;Mobiliário Outdoor;08;Almofadas E Puffs;02;Cochins Com Costas
